match	team	th_skew	pr_skew	pool	r	username	pos	net_worth	kda	ruined	carried	mmr	delta
2025-02-07T23:54:00.000+03:00	RAD	60%	30%	57	L	callme	2	19184	14/7/8	8%	31%	512 -> 507	-4
2025-02-07T23:54:00.000+03:00	DIR	60%	30%	57	W	yak	3	16064	5/11/12	47%	12%	581 -> 588	+7
2025-02-07T23:54:00.000+03:00	DIR	60%	30%	57	W	bnc	2	30823	21/2/7	1%	34%	579 -> 599	+19
2025-02-07T23:54:00.000+03:00	DIR	60%	30%	57	W	de	4	12582	3/7/20	29%	17%	140 -> 150	+9
2025-02-07T23:54:00.000+03:00	DIR	60%	30%	57	W	pizza	5	10762	1/4/25	16%	20%	314 -> 327	+12
2025-02-07T23:54:00.000+03:00	DIR	60%	30%	57	W	imba	1	24051	2/2/16	5%	14%	653 -> 661	+8
2025-02-07T22:49:00.000+03:00	RAD	34%	14%	59	L	callme	1	13009	6/4/2	9%	20%	518 -> 512	-5
2025-02-07T22:49:00.000+03:00	RAD	34%	14%	59	L	toyota	3	11909	5/4/4	8%	25%	561 -> 556	-5
2025-02-07T22:49:00.000+03:00	RAD	34%	14%	59	L	pizza	5	5332	2/6/6	31%	23%	333 -> 314	-18
2025-02-07T22:49:00.000+03:00	RAD	34%	14%	59	L	bnc	2	11157	2/5/3	21%	13%	592 -> 579	-12
2025-02-07T22:49:00.000+03:00	RAD	34%	14%	59	L	de	4	6126	1/5/5	28%	18%	158 -> 140	-17
2025-02-07T22:49:00.000+03:00	DIR	34%	14%	59	W	gantz	1	17281	6/2/6	9%	17%	733 -> 743	+10
2025-02-07T22:49:00.000+03:00	DIR	34%	14%	59	W	imba	4	11154	0/2/17	11%	21%	640 -> 653	+12
2025-02-07T22:49:00.000+03:00	DIR	34%	14%	59	W	katokan	5	7349	3/5/11	47%	19%	573 -> 585	+11
2025-02-07T22:49:00.000+03:00	DIR	34%	14%	59	W	starlight	3	14872	7/5/5	25%	17%	841 -> 852	+10
2025-02-07T22:49:00.000+03:00	DIR	34%	14%	59	W	tadzhik	2	15477	7/2/11	6%	24%	514 -> 529	+14
2025-02-07T21:59:00.000+03:00	DIR	43%	71%	55	L	gantz	1	17454	9/8/4	15%	15%	742 -> 733	-8
2025-02-07T21:59:00.000+03:00	DIR	43%	71%	55	L	imba	2	18219	11/3/7	3%	25%	642 -> 640	-1
2025-02-07T21:59:00.000+03:00	DIR	43%	71%	55	L	ranger228	3	13174	2/12/14	34%	14%	527 -> 508	-18
2025-02-07T21:59:00.000+03:00	DIR	43%	71%	55	L	yak	4	12628	10/10/12	17%	24%	590 -> 581	-9
2025-02-07T21:59:00.000+03:00	DIR	43%	71%	55	L	de	5	10823	5/12/14	29%	20%	174 -> 158	-16
2025-02-07T21:59:00.000+03:00	RAD	43%	71%	55	W	bnc	2	19006	10/5/11	6%	19%	581 -> 592	+10
2025-02-07T21:59:00.000+03:00	RAD	43%	71%	55	W	wu3oud	4	13569	2/15/7	64%	8%	528 -> 533	+4
2025-02-07T21:59:00.000+03:00	RAD	43%	71%	55	W	callme	1	26791	22/5/13	2%	33%	500 -> 518	+18
2025-02-07T21:59:00.000+03:00	RAD	43%	71%	55	W	tadzhik	3	18657	6/5/14	7%	18%	504 -> 514	+9
2025-02-07T21:59:00.000+03:00	RAD	43%	71%	55	W	pizza	5	12051	5/9/21	18%	20%	322 -> 333	+11
2025-02-01T02:20:00.000+03:00	DIR	46%	89%	56	L	gantz	1	34362	10/8/11	8%	18%	747 -> 742	-4
2025-02-01T02:20:00.000+03:00	DIR	46%	89%	56	L	mugiwara	2	23805	11/12/13	16%	20%	487 -> 477	-9
2025-02-01T02:20:00.000+03:00	DIR	46%	89%	56	L	kebab	4	15003	2/14/17	42%	14%	383 -> 359	-24
2025-02-01T02:20:00.000+03:00	DIR	46%	89%	56	L	katokan	3	24302	6/6/19	7%	22%	577 -> 573	-4
2025-02-01T02:20:00.000+03:00	DIR	46%	89%	56	L	de	5	13036	7/12/23	25%	24%	188 -> 174	-14
2025-02-01T02:20:00.000+03:00	RAD	46%	89%	56	W	imba	5	24728	11/7/15	12%	22%	629 -> 642	+12
2025-02-01T02:20:00.000+03:00	RAD	46%	89%	56	W	toyota	3	29320	18/5/11	6%	27%	546 -> 561	+15
2025-02-01T02:20:00.000+03:00	RAD	46%	89%	56	W	dyadya	1	32174	5/7/15	17%	12%	515 -> 522	+7
2025-02-01T02:20:00.000+03:00	RAD	46%	89%	56	W	smile	2	32264	14/8/20	10%	24%	653 -> 667	+13
2025-02-01T02:20:00.000+03:00	RAD	46%	89%	56	W	palec	5	12822	2/9/16	52%	13%	6 -> 14	+7
2025-02-01T00:20:00.000+03:00	RAD	57%	3%	88	L	smile	2	9935	2/8/8	19%	16%	671 -> 653	-17
2025-02-01T00:20:00.000+03:00	RAD	57%	3%	88	L	katokan	3	11016	6/7/5	10%	23%	587 -> 577	-9
2025-02-01T00:20:00.000+03:00	RAD	57%	3%	88	L	palec	5	6647	1/9/10	24%	21%	28 -> 6	-21
2025-02-01T00:20:00.000+03:00	RAD	57%	3%	88	L	mugiwara	4	8241	5/14/11	25%	25%	509 -> 487	-22
2025-02-01T00:20:00.000+03:00	RAD	57%	3%	88	L	fishscale	1	13546	5/9/1	20%	12%	1092 -> 1074	-18
2025-02-01T00:20:00.000+03:00	DIR	57%	3%	88	W	gantz	1	24036	15/2/5	3%	22%	727 -> 747	+19
2025-02-01T00:20:00.000+03:00	DIR	57%	3%	88	W	yak	4	12668	11/6/8	26%	18%	574 -> 590	+16
2025-02-01T00:20:00.000+03:00	DIR	57%	3%	88	W	bnc	2	16446	9/3/17	8%	21%	562 -> 581	+19
2025-02-01T00:20:00.000+03:00	DIR	57%	3%	88	W	de	5	9546	2/8/16	61%	13%	176 -> 188	+12
2025-02-01T00:20:00.000+03:00	DIR	57%	3%	88	W	imba	3	16635	10/0/9	0%	24%	608 -> 629	+21
2025-01-31T23:31:00.000+03:00	RAD	43%	32%	53	L	yobaslav	4	9543	3/10/16	29%	18%	482 -> 466	-15
2025-01-31T23:31:00.000+03:00	RAD	43%	32%	53	L	de	5	6966	4/6/14	20%	21%	187 -> 176	-10
2025-01-31T23:31:00.000+03:00	RAD	43%	32%	53	L	gantz	1	17213	3/9/4	35%	7%	746 -> 727	-18
2025-01-31T23:31:00.000+03:00	RAD	43%	32%	53	L	imba	3	13344	5/6/10	13%	17%	615 -> 608	-6
2025-01-31T23:31:00.000+03:00	RAD	43%	32%	53	L	bnc	2	17740	12/2/12	1%	34%	563 -> 562	0
2025-01-31T23:31:00.000+03:00	DIR	43%	32%	53	W	palec	5	11668	5/6/15	22%	21%	16 -> 28	+11
2025-01-31T23:31:00.000+03:00	DIR	43%	32%	53	W	yak	4	11375	6/11/17	44%	20%	563 -> 574	+10
2025-01-31T23:31:00.000+03:00	DIR	43%	32%	53	W	katokan	3	15643	9/6/11	16%	21%	575 -> 587	+11
2025-01-31T23:31:00.000+03:00	DIR	43%	32%	53	W	fishscale	2	16420	3/3/7	14%	12%	1086 -> 1092	+6
2025-01-31T23:31:00.000+03:00	DIR	43%	32%	53	W	smile	1	26255	10/2/8	3%	23%	658 -> 671	+12
2025-01-31T22:07:00.000+03:00	RAD	53%	12%	66	L	palec	5	9597	1/15/16	43%	19%	45 -> 16	-28
2025-01-31T22:07:00.000+03:00	RAD	53%	12%	66	L	bnc	2	20377	9/2/8	1%	31%	564 -> 563	-1
2025-01-31T22:07:00.000+03:00	RAD	53%	12%	66	L	yak	3	21514	5/14/13	17%	20%	574 -> 563	-11
2025-01-31T22:07:00.000+03:00	RAD	53%	12%	66	L	fishscale	4	15071	1/7/3	23%	10%	1101 -> 1086	-15
2025-01-31T22:07:00.000+03:00	RAD	53%	12%	66	L	gantz	1	19479	7/9/7	14%	17%	755 -> 746	-9
2025-01-31T22:07:00.000+03:00	DIR	53%	12%	66	W	katokan	4	15595	5/5/24	19%	17%	564 -> 575	+11
2025-01-31T22:07:00.000+03:00	DIR	53%	12%	66	W	smile	1	38530	21/0/15	0%	33%	636 -> 658	+22
2025-01-31T22:07:00.000+03:00	DIR	53%	12%	66	W	de	5	11330	2/7/28	40%	16%	176 -> 187	+10
2025-01-31T22:07:00.000+03:00	DIR	53%	12%	66	W	imba	2	21538	10/2/16	4%	19%	602 -> 615	+13
2025-01-31T22:07:00.000+03:00	DIR	53%	12%	66	W	starlight	3	19897	6/9/19	35%	13%	832 -> 841	+9
2025-01-24T23:33:00.000+03:00	DIR	55%	85%	54	L	de	5	14730	0/13/22	44%	16%	200 -> 176	-24
2025-01-24T23:33:00.000+03:00	DIR	55%	85%	54	L	bnc	1	32280	15/9/11	9%	23%	569 -> 564	-5
2025-01-24T23:33:00.000+03:00	DIR	55%	85%	54	L	imba	4	23281	2/7/28	10%	22%	607 -> 602	-5
2025-01-24T23:33:00.000+03:00	DIR	55%	85%	54	L	toyota	3	22724	6/10/18	18%	19%	556 -> 546	-10
2025-01-24T23:33:00.000+03:00	DIR	55%	85%	54	L	gantz	1	30385	12/11/9	16%	18%	764 -> 755	-8
2025-01-24T23:33:00.000+03:00	RAD	55%	85%	54	W	starlight	5	16398	2/11/30	47%	15%	824 -> 832	+8
2025-01-24T23:33:00.000+03:00	RAD	55%	85%	54	W	smile	2	25975	8/7/28	15%	18%	626 -> 636	+9
2025-01-24T23:33:00.000+03:00	RAD	55%	85%	54	W	fishscale	3	36518	12/4/28	4%	24%	1088 -> 1101	+13
2025-01-24T23:33:00.000+03:00	RAD	55%	85%	54	W	wu3oud	1	37862	20/6/16	7%	22%	516 -> 528	+12
2025-01-24T23:33:00.000+03:00	RAD	55%	85%	54	W	pizza	4	18305	7/8/29	24%	18%	311 -> 322	+10
2025-01-24T22:06:00.000+03:00	RAD	56%	0%	100	L	wu3oud	3	5509	0/9/3	28%	14%	545 -> 516	-28
2025-01-24T22:06:00.000+03:00	RAD	56%	0%	100	L	imba	4	3201	1/7/4	23%	24%	631 -> 607	-23
2025-01-24T22:06:00.000+03:00	RAD	56%	0%	100	L	smile	1	6541	3/5/3	9%	20%	636 -> 626	-9
2025-01-24T22:06:00.000+03:00	RAD	56%	0%	100	L	starlight	2	5370	1/5/2	16%	14%	841 -> 824	-16
2025-01-24T22:06:00.000+03:00	RAD	56%	0%	100	L	pizza	5	3388	2/7/1	20%	25%	332 -> 311	-20
2025-01-24T22:06:00.000+03:00	DIR	56%	0%	100	W	toyota	3	10357	9/0/8	0%	23%	532 -> 556	+23
2025-01-24T22:06:00.000+03:00	DIR	56%	0%	100	W	de	5	4330	3/1/15	10%	23%	177 -> 200	+23
2025-01-24T22:06:00.000+03:00	DIR	56%	0%	100	W	gantz	1	13874	13/0/6	0%	25%	739 -> 764	+25
2025-01-24T22:06:00.000+03:00	DIR	56%	0%	100	W	bnc	2	9905	3/0/7	0%	12%	557 -> 569	+12
2025-01-24T22:06:00.000+03:00	DIR	56%	0%	100	W	yak	4	4765	5/6/11	89%	15%	559 -> 574	+15
2025-01-24T21:29:00.000+03:00	DIR	47%	326%	73	L	tadzhik	4	10009	1/8/8	17%	15%	517 -> 504	-12
2025-01-24T21:29:00.000+03:00	DIR	47%	326%	73	L	imba	3	5923	0/11/9	50%	11%	668 -> 631	-37
2025-01-24T21:29:00.000+03:00	DIR	47%	326%	73	L	palec	5	6061	2/9/13	21%	22%	61 -> 45	-15
2025-01-24T21:29:00.000+03:00	DIR	47%	326%	73	L	smile	2	13710	7/6/6	6%	21%	641 -> 636	-4
2025-01-24T21:29:00.000+03:00	DIR	47%	326%	73	L	wu3oud	1	13162	10/5/9	4%	28%	548 -> 545	-3
2025-01-24T21:29:00.000+03:00	RAD	47%	326%	73	W	gantz	1	20538	11/1/9	1%	23%	722 -> 739	+17
2025-01-24T21:29:00.000+03:00	RAD	47%	326%	73	W	bnc	2	19466	13/1/11	1%	28%	535 -> 557	+21
2025-01-24T21:29:00.000+03:00	RAD	47%	326%	73	W	yak	3	16372	7/8/8	29%	13%	550 -> 559	+9
2025-01-24T21:29:00.000+03:00	RAD	47%	326%	73	W	pizza	4	10382	2/4/23	15%	18%	319 -> 332	+13
2025-01-24T21:29:00.000+03:00	RAD	47%	326%	73	W	de	5	7516	5/8/14	52%	15%	166 -> 177	+11
2025-01-24T20:36:00.000+03:00	RAD	52%	0%	100	L	bnc	1	8243	0/3/3	23%	9%	558 -> 535	-23
2025-01-24T20:36:00.000+03:00	RAD	52%	0%	100	L	palec	5	3333	1/2/1	13%	28%	75 -> 61	-13
2025-01-24T20:36:00.000+03:00	RAD	52%	0%	100	L	wu3oud	3	9370	1/5/2	18%	18%	567 -> 548	-18
2025-01-24T20:36:00.000+03:00	RAD	52%	0%	100	L	fishscale	2	8317	1/4/2	20%	15%	1108 -> 1088	-20
2025-01-24T20:36:00.000+03:00	RAD	52%	0%	100	L	pizza	4	4555	3/5/2	24%	28%	343 -> 319	-24
2025-01-24T20:36:00.000+03:00	DIR	52%	0%	100	W	starlight	2	13075	4/0/4	0%	17%	823 -> 841	+17
2025-01-24T20:36:00.000+03:00	DIR	52%	0%	100	W	yak	3	9835	3/1/8	12%	22%	527 -> 550	+22
2025-01-24T20:36:00.000+03:00	DIR	52%	0%	100	W	de	4	6434	4/4/10	78%	21%	144 -> 166	+21
2025-01-24T20:36:00.000+03:00	DIR	52%	0%	100	W	gantz	1	15107	8/1/1	8%	21%	700 -> 722	+21
2025-01-24T20:36:00.000+03:00	DIR	52%	0%	100	W	kebab	5	5982	0/0/5	0%	16%	366 -> 383	+16
2025-01-22T23:55:00.000+03:00	DIR	60%	46%	52	L	katokan	3	25317	6/9/20	16%	15%	572 -> 564	-8
2025-01-22T23:55:00.000+03:00	DIR	60%	46%	52	L	imba	3	40750	16/3/12	2%	26%	669 -> 668	-1
2025-01-22T23:55:00.000+03:00	DIR	60%	46%	52	L	yak	4	15140	3/16/33	44%	17%	551 -> 527	-23
2025-01-22T23:55:00.000+03:00	DIR	60%	46%	52	L	de	5	14607	1/11/29	33%	16%	161 -> 144	-17
2025-01-22T23:55:00.000+03:00	DIR	60%	46%	52	L	bnc	1	38102	19/5/11	4%	24%	561 -> 558	-2
2025-01-22T23:55:00.000+03:00	RAD	60%	46%	52	W	smile	1	52368	20/4/14	2%	29%	625 -> 641	+15
2025-01-22T23:55:00.000+03:00	RAD	60%	46%	52	W	tadzhik	4	23598	4/11/15	30%	13%	510 -> 517	+7
2025-01-22T23:55:00.000+03:00	RAD	60%	46%	52	W	gantz	2	27406	6/12/15	29%	13%	694 -> 700	+6
2025-01-22T23:55:00.000+03:00	RAD	60%	46%	52	W	starlight	3	30705	10/6/22	7%	23%	810 -> 823	+12
2025-01-22T23:55:00.000+03:00	RAD	60%	46%	52	W	pizza	5	18198	4/13/31	30%	20%	332 -> 343	+10
2025-01-22T22:29:00.000+03:00	RAD	42%	44%	50	L	de	4	17723	3/7/21	18%	18%	171 -> 161	-9
2025-01-22T22:29:00.000+03:00	RAD	42%	44%	50	L	katokan	3	19851	3/6/23	13%	19%	579 -> 572	-7
2025-01-22T22:29:00.000+03:00	RAD	42%	44%	50	L	bnc	1	30432	16/9/12	11%	23%	566 -> 561	-5
2025-01-22T22:29:00.000+03:00	RAD	42%	44%	50	L	imba	2	27271	13/6/9	9%	21%	674 -> 669	-4
2025-01-22T22:29:00.000+03:00	RAD	42%	44%	50	L	pizza	5	12441	2/12/24	46%	18%	356 -> 332	-23
2025-01-22T22:29:00.000+03:00	DIR	42%	44%	50	W	wu3oud	4	22509	1/14/19	51%	13%	560 -> 567	+6
2025-01-22T22:29:00.000+03:00	DIR	42%	44%	50	W	gantz	1	45946	8/4/14	5%	19%	684 -> 694	+9
2025-01-22T22:29:00.000+03:00	DIR	42%	44%	50	W	tadzhik	3	30620	9/3/10	5%	21%	499 -> 510	+10
2025-01-22T22:29:00.000+03:00	DIR	42%	44%	50	W	smile	2	43507	16/6/11	5%	26%	612 -> 625	+13
2025-01-22T22:29:00.000+03:00	DIR	42%	44%	50	W	dveskobki	5	18207	6/10/16	32%	19%	500 -> 509	+9
2025-01-18T01:33:00.000+03:00	DIR	56%	94%	55	L	gantz	1	23178	13/11/9	14%	19%	692 -> 684	-7
2025-01-18T01:33:00.000+03:00	DIR	56%	94%	55	L	imba	3	17051	5/8/19	14%	19%	682 -> 674	-7
2025-01-18T01:33:00.000+03:00	DIR	56%	94%	55	L	de	4	11874	7/11/22	23%	23%	184 -> 171	-13
2025-01-18T01:33:00.000+03:00	DIR	56%	94%	55	L	albert	2	17957	10/7/13	10%	21%	501 -> 495	-5
2025-01-18T01:33:00.000+03:00	DIR	56%	94%	55	L	kebab	5	10071	0/10/19	37%	15%	387 -> 366	-20
2025-01-18T01:33:00.000+03:00	RAD	56%	94%	55	W	starlight	2	26374	20/4/18	4%	30%	794 -> 810	+16
2025-01-18T01:33:00.000+03:00	RAD	56%	94%	55	W	yak	4	15113	5/10/28	34%	18%	540 -> 551	+10
2025-01-18T01:33:00.000+03:00	RAD	56%	94%	55	W	bnc	1	24538	1/6/19	22%	10%	561 -> 566	+5
2025-01-18T01:33:00.000+03:00	RAD	56%	94%	55	W	pizza	5	17412	8/7/24	17%	21%	344 -> 356	+12
2025-01-18T01:33:00.000+03:00	RAD	56%	94%	55	W	katokan	3	20093	13/8/14	19%	19%	568 -> 579	+10
2025-01-18T00:29:00.000+03:00	RAD	45%	76%	55	L	albert	2	50776	16/6/16	7%	20%	505 -> 501	-4
2025-01-18T00:29:00.000+03:00	RAD	45%	76%	55	L	gantz	1	42369	17/7/12	11%	18%	698 -> 692	-6
2025-01-18T00:29:00.000+03:00	RAD	45%	76%	55	L	de	3	23472	6/10/35	29%	19%	200 -> 184	-16
2025-01-18T00:29:00.000+03:00	RAD	45%	76%	55	L	katokan	3	34468	11/9/28	16%	20%	578 -> 568	-9
2025-01-18T00:29:00.000+03:00	RAD	45%	76%	55	L	neinneil	5	20352	10/11/27	35%	20%	500 -> 480	-19
2025-01-18T00:29:00.000+03:00	DIR	45%	76%	55	W	smile	2	48940	9/7/18	7%	21%	600 -> 612	+11
2025-01-18T00:29:00.000+03:00	DIR	45%	76%	55	W	starlight	3	40116	6/8/26	9%	22%	781 -> 794	+12
2025-01-18T00:29:00.000+03:00	DIR	45%	76%	55	W	bnc	1	53539	13/10/6	12%	16%	551 -> 561	+9
2025-01-18T00:29:00.000+03:00	DIR	45%	76%	55	W	yak	4	29517	10/21/20	37%	20%	529 -> 540	+11
2025-01-18T00:29:00.000+03:00	DIR	45%	76%	55	W	pizza	5	23258	5/14/23	33%	19%	333 -> 344	+10
2025-01-17T22:55:00.000+03:00	DIR	56%	2667%	100	L	katokan	3	7627	2/3/3	5%	20%	583 -> 578	-5
2025-01-17T22:55:00.000+03:00	DIR	56%	2667%	100	L	gantz	3	7696	5/6/4	7%	27%	706 -> 698	-7
2025-01-17T22:55:00.000+03:00	DIR	56%	2667%	100	L	poopy	2	6611	2/6/3	16%	15%	430 -> 414	-16
2025-01-17T22:55:00.000+03:00	DIR	56%	2667%	100	L	de	5	2857	1/12/6	52%	21%	253 -> 200	-52
2025-01-17T22:55:00.000+03:00	DIR	56%	2667%	100	L	yobaslav	3	4736	0/5/5	18%	15%	500 -> 482	-18
2025-01-17T22:55:00.000+03:00	RAD	56%	2667%	100	W	starlight	3	13636	13/1/7	2%	31%	750 -> 781	+31
2025-01-17T22:55:00.000+03:00	RAD	56%	2667%	100	W	yak	4	7364	6/6/14	47%	19%	510 -> 529	+19
2025-01-17T22:55:00.000+03:00	RAD	56%	2667%	100	W	smile	2	15142	8/0/8	0%	22%	577 -> 600	+22
2025-01-17T22:55:00.000+03:00	RAD	56%	2667%	100	W	bnc	1	15992	3/0/4	0%	9%	542 -> 551	+9
2025-01-17T22:55:00.000+03:00	RAD	56%	2667%	100	W	pizza	5	6904	2/5/14	49%	16%	316 -> 333	+16
2025-01-17T22:08:00.000+03:00	DIR	49%	158%	63	L	katokan	2	17770	6/6/12	8%	20%	588 -> 583	-5
2025-01-17T22:08:00.000+03:00	DIR	49%	158%	63	L	yobaslav	5	10146	3/10/7	34%	15%	522 -> 500	-21
2025-01-17T22:08:00.000+03:00	DIR	49%	158%	63	L	yak	3	16043	4/11/14	20%	18%	522 -> 510	-12
2025-01-17T22:08:00.000+03:00	DIR	49%	158%	63	L	gantz	1	20273	8/6/15	6%	24%	710 -> 706	-4
2025-01-17T22:08:00.000+03:00	DIR	49%	158%	63	L	de	4	8238	4/10/16	30%	21%	272 -> 253	-19
2025-01-17T22:08:00.000+03:00	RAD	49%	158%	63	W	bnc	2	26383	12/4/11	11%	18%	530 -> 542	+11
2025-01-17T22:08:00.000+03:00	RAD	49%	158%	63	W	smile	1	26128	13/5/16	13%	20%	565 -> 577	+12
2025-01-17T22:08:00.000+03:00	RAD	49%	158%	63	W	mugiwara	4	15886	6/7/24	32%	18%	497 -> 509	+11
2025-01-17T22:08:00.000+03:00	RAD	49%	158%	63	W	pizza	5	12400	6/5/26	25%	22%	302 -> 316	+13
2025-01-17T22:08:00.000+03:00	RAD	49%	158%	63	W	starlight	3	19209	6/5/25	18%	19%	737 -> 750	+12
2025-01-11T02:17:00.000+03:00	DIR	61%	69%	51	L	yak	4	17409	8/19/28	31%	22%	539 -> 522	-16
2025-01-11T02:17:00.000+03:00	DIR	61%	69%	51	L	i	2	26369	10/7/17	8%	21%	510 -> 505	-4
2025-01-11T02:17:00.000+03:00	DIR	61%	69%	51	L	usatik	5	15566	2/11/16	32%	14%	501 -> 485	-16
2025-01-11T02:17:00.000+03:00	DIR	61%	69%	51	L	bnc	1	28339	5/7/5	18%	9%	539 -> 530	-9
2025-01-11T02:17:00.000+03:00	DIR	61%	69%	51	L	toyota	3	24070	20/11/18	9%	31%	537 -> 532	-4
2025-01-11T02:17:00.000+03:00	RAD	61%	69%	51	W	katokan	3	21519	1/9/23	28%	11%	582 -> 588	+6
2025-01-11T02:17:00.000+03:00	RAD	61%	69%	51	W	smile	2	33855	13/7/17	8%	18%	555 -> 565	+9
2025-01-11T02:17:00.000+03:00	RAD	61%	69%	51	W	de	5	16546	4/16/29	49%	16%	264 -> 272	+8
2025-01-11T02:17:00.000+03:00	RAD	61%	69%	51	W	gantz	1	39473	25/6/20	4%	29%	695 -> 710	+15
2025-01-11T02:17:00.000+03:00	RAD	61%	69%	51	W	fishscale	4	27258	11/7/27	9%	23%	1096 -> 1108	+11
2025-01-10T23:40:00.000+03:00	DIR	44%	57%	52	L	de	5	17898	5/15/31	36%	19%	283 -> 264	-18
2025-01-10T23:40:00.000+03:00	DIR	44%	57%	52	L	albert	4	19858	7/13/32	25%	21%	519 -> 505	-13
2025-01-10T23:40:00.000+03:00	DIR	44%	57%	52	L	imba	3	22503	14/9/12	17%	19%	691 -> 682	-9
2025-01-10T23:40:00.000+03:00	DIR	44%	57%	52	L	gantz	1	31270	9/5/19	7%	18%	698 -> 695	-3
2025-01-10T23:40:00.000+03:00	DIR	44%	57%	52	L	katokan	2	20435	10/7/23	13%	20%	589 -> 582	-7
2025-01-10T23:40:00.000+03:00	RAD	44%	57%	52	W	bnc	1	37986	16/5/16	5%	21%	528 -> 539	+11
2025-01-10T23:40:00.000+03:00	RAD	44%	57%	52	W	usatik	4	17143	3/12/36	35%	17%	492 -> 501	+9
2025-01-10T23:40:00.000+03:00	RAD	44%	57%	52	W	smile	2	25856	9/10/24	20%	17%	546 -> 555	+9
2025-01-10T23:40:00.000+03:00	RAD	44%	57%	52	W	yak	5	23346	2/14/33	32%	16%	530 -> 539	+8
2025-01-10T23:40:00.000+03:00	RAD	44%	57%	52	W	toyota	3	26956	19/5/19	6%	27%	523 -> 537	+14
2025-01-10T22:53:00.000+03:00	RAD	64%	66%	50	L	gantz	1	25453	13/6/2	12%	18%	705 -> 698	-6
2025-01-10T22:53:00.000+03:00	RAD	64%	66%	50	L	katokan	4	12681	2/8/18	35%	17%	607 -> 589	-17
2025-01-10T22:53:00.000+03:00	RAD	64%	66%	50	L	smile	2	21919	11/6/14	10%	24%	551 -> 546	-5
2025-01-10T22:53:00.000+03:00	RAD	64%	66%	50	L	4:20	5	12523	3/7/20	25%	20%	500 -> 487	-12
2025-01-10T22:53:00.000+03:00	RAD	64%	66%	50	L	usatik	3	19431	8/6/11	15%	19%	500 -> 492	-7
2025-01-10T22:53:00.000+03:00	DIR	64%	66%	50	W	bnc	3	23759	6/9/23	13%	21%	517 -> 528	+11
2025-01-10T22:53:00.000+03:00	DIR	64%	66%	50	W	palec	4	11571	1/10/18	45%	14%	67 -> 75	+7
2025-01-10T22:53:00.000+03:00	DIR	64%	66%	50	W	i	1	32111	7/3/14	3%	19%	500 -> 510	+10
2025-01-10T22:53:00.000+03:00	DIR	64%	66%	50	W	starlight	2	27815	14/6/9	7%	23%	725 -> 737	+11
2025-01-10T22:53:00.000+03:00	DIR	64%	66%	50	W	de	5	11717	3/9/21	30%	19%	273 -> 283	+9
2025-01-09T00:10:00.000+03:00	DIR	60%	185%	62	L	de	5	11043	7/10/16	18%	26%	284 -> 273	-11
2025-01-09T00:10:00.000+03:00	DIR	60%	185%	62	L	gantz	1	14751	4/9/12	22%	14%	719 -> 705	-14
2025-01-09T00:10:00.000+03:00	DIR	60%	185%	62	L	terpila	4	10173	3/11/15	31%	18%	467 -> 448	-19
2025-01-09T00:10:00.000+03:00	DIR	60%	185%	62	L	smile	2	19184	4/7/14	10%	18%	558 -> 551	-6
2025-01-09T00:10:00.000+03:00	DIR	60%	185%	62	L	katokan	3	16715	6/10/13	16%	20%	618 -> 607	-10
2025-01-09T00:10:00.000+03:00	RAD	60%	185%	62	W	bnc	1	25928	17/4/9	8%	21%	503 -> 517	+13
2025-01-09T00:10:00.000+03:00	RAD	60%	185%	62	W	imba	4	15152	7/4/17	16%	19%	679 -> 691	+11
2025-01-09T00:10:00.000+03:00	RAD	60%	185%	62	W	toyota	3	19675	6/6/25	18%	19%	511 -> 523	+12
2025-01-09T00:10:00.000+03:00	RAD	60%	185%	62	W	wu3oud	5	12904	5/10/27	48%	19%	548 -> 560	+11
2025-01-09T00:10:00.000+03:00	RAD	60%	185%	62	W	fishscale	2	23436	12/3/12	7%	20%	1084 -> 1096	+12
2025-01-09T00:09:00.000+03:00	DIR	37%	76%	57	L	terpila	4	12324	2/6/14	20%	16%	479 -> 467	-11
2025-01-09T00:09:00.000+03:00	DIR	37%	76%	57	L	gantz	1	27024	18/7/11	6%	29%	722 -> 719	-3
2025-01-09T00:09:00.000+03:00	DIR	37%	76%	57	L	fishscale	2	19279	8/5/11	8%	19%	1089 -> 1084	-5
2025-01-09T00:09:00.000+03:00	DIR	37%	76%	57	L	imba	3	14246	1/8/17	26%	14%	694 -> 679	-15
2025-01-09T00:09:00.000+03:00	DIR	37%	76%	57	L	de	5	9901	0/11/27	37%	20%	306 -> 284	-21
2025-01-09T00:09:00.000+03:00	RAD	37%	76%	57	W	wu3oud	4	19095	5/8/25	26%	18%	537 -> 548	+10
2025-01-09T00:09:00.000+03:00	RAD	37%	76%	57	W	smile	1	35191	14/2/13	2%	25%	544 -> 558	+14
2025-01-09T00:09:00.000+03:00	RAD	37%	76%	57	W	starlight	5	16220	4/7/27	25%	20%	713 -> 725	+11
2025-01-09T00:09:00.000+03:00	RAD	37%	76%	57	W	bnc	3	23417	7/3/18	7%	20%	491 -> 503	+11
2025-01-09T00:09:00.000+03:00	RAD	37%	76%	57	W	toyota	3	19301	6/9/17	37%	15%	502 -> 511	+8
2025-01-09T00:08:00.000+03:00	RAD	72%	9%	74	L	katokan	5	7963	2/17/14	42%	18%	650 -> 618	-31
2025-01-09T00:08:00.000+03:00	RAD	72%	9%	74	L	toyota	3	11351	6/10/5	19%	16%	517 -> 502	-14
