match	team	th_skew	pr_skew	pool	r	username	pos	net_worth	kda	ruined	carried	mmr	delta
2025-01-09T00:08:00.000+03:00	RAD	72%	9%	74	L	imba	1	15892	3/5/11	7%	15%	699 -> 694	-5
2025-01-09T00:08:00.000+03:00	RAD	72%	9%	74	L	fishscale	2	22863	13/6/6	3%	29%	1091 -> 1089	-2
2025-01-09T00:08:00.000+03:00	RAD	72%	9%	74	L	terpila	4	9158	3/13/14	27%	19%	500 -> 479	-20
2025-01-09T00:08:00.000+03:00	DIR	72%	9%	74	W	wu3oud	1	28936	16/3/10	3%	22%	520 -> 537	+17
2025-01-09T00:08:00.000+03:00	DIR	72%	9%	74	W	pizza	5	13143	8/6/21	18%	21%	286 -> 302	+15
2025-01-09T00:08:00.000+03:00	DIR	72%	9%	74	W	yak	3	20194	8/4/22	7%	21%	514 -> 530	+16
2025-01-09T00:08:00.000+03:00	DIR	72%	9%	74	W	de	4	9504	3/9/18	60%	13%	296 -> 306	+9
2025-01-09T00:08:00.000+03:00	DIR	72%	9%	74	W	gantz	2	19613	16/5/9	10%	21%	707 -> 722	+15
2025-01-07T00:09:00.000+03:00	RAD	56%	8%	72	L	toyota	3	14368	4/4/6	9%	22%	523 -> 517	-6
2025-01-07T00:09:00.000+03:00	RAD	56%	8%	72	L	de	5	7446	3/9/7	40%	22%	325 -> 296	-29
2025-01-07T00:09:00.000+03:00	RAD	56%	8%	72	L	fishscale	1	13740	1/3/7	12%	13%	1100 -> 1091	-8
2025-01-07T00:09:00.000+03:00	RAD	56%	8%	72	L	yak	1	17506	5/8/6	18%	18%	528 -> 514	-13
2025-01-07T00:09:00.000+03:00	RAD	56%	8%	72	L	palec	4	8318	2/5/9	19%	23%	81 -> 67	-14
2025-01-07T00:09:00.000+03:00	DIR	56%	8%	72	W	imba	3	16930	6/2/15	7%	23%	683 -> 699	+16
2025-01-07T00:09:00.000+03:00	DIR	56%	8%	72	W	kebab	4	9971	9/4/7	29%	20%	372 -> 387	+14
2025-01-07T00:09:00.000+03:00	DIR	56%	8%	72	W	pizza	5	10403	1/6/19	49%	17%	274 -> 286	+12
2025-01-07T00:09:00.000+03:00	DIR	56%	8%	72	W	smile	1	26717	9/1/6	2%	21%	528 -> 544	+15
2025-01-07T00:09:00.000+03:00	DIR	56%	8%	72	W	katokan	2	17185	4/2/13	9%	17%	637 -> 650	+12
2025-01-06T23:11:00.000+03:00	RAD	67%	22%	62	L	imba	4	12093	13/6/11	5%	32%	686 -> 683	-3
2025-01-06T23:11:00.000+03:00	RAD	67%	22%	62	L	pizza	5	5821	1/13/12	54%	14%	308 -> 274	-34
2025-01-06T23:11:00.000+03:00	RAD	67%	22%	62	L	fishscale	1	18003	5/7/7	10%	13%	1107 -> 1100	-6
2025-01-06T23:11:00.000+03:00	RAD	67%	22%	62	L	de	3	10915	2/10/17	18%	17%	337 -> 325	-11
2025-01-06T23:11:00.000+03:00	RAD	67%	22%	62	L	smile	2	13941	9/9/12	10%	22%	535 -> 528	-6
2025-01-06T23:11:00.000+03:00	DIR	67%	22%	62	W	yak	4	12388	7/11/24	27%	20%	515 -> 528	+13
2025-01-06T23:11:00.000+03:00	DIR	67%	22%	62	W	toyota	3	18733	14/8/15	11%	23%	509 -> 523	+14
2025-01-06T23:11:00.000+03:00	DIR	67%	22%	62	W	katokan	1	18173	8/5/8	12%	13%	628 -> 637	+8
2025-01-06T23:11:00.000+03:00	DIR	67%	22%	62	W	palec	5	8824	1/8/14	46%	12%	74 -> 81	+7
2025-01-06T23:11:00.000+03:00	DIR	67%	22%	62	W	bnc	2	28174	15/1/6	0%	29%	473 -> 491	+18
2025-01-06T22:15:00.000+03:00	RAD	68%	27%	59	L	palec	4	11658	2/7/10	24%	18%	88 -> 74	-14
2025-01-06T22:15:00.000+03:00	RAD	68%	27%	59	L	de	5	8891	6/12/10	42%	23%	362 -> 337	-25
2025-01-06T22:15:00.000+03:00	RAD	68%	27%	59	L	fishscale	1	25977	8/5/5	7%	20%	1111 -> 1107	-4
2025-01-06T22:15:00.000+03:00	RAD	68%	27%	59	L	juwilie	3	16904	6/6/4	14%	18%	500 -> 491	-8
2025-01-06T22:15:00.000+03:00	RAD	68%	27%	59	L	starlight	2	19243	5/6/8	12%	18%	721 -> 713	-7
2025-01-06T22:15:00.000+03:00	DIR	68%	27%	59	W	smile	2	23834	6/2/13	3%	18%	524 -> 535	+11
2025-01-06T22:15:00.000+03:00	DIR	68%	27%	59	W	p	4	10493	0/4/17	24%	14%	462 -> 471	+8
2025-01-06T22:15:00.000+03:00	DIR	68%	27%	59	W	pizza	5	10769	5/12/21	53%	18%	297 -> 308	+11
2025-01-06T22:15:00.000+03:00	DIR	68%	27%	59	W	bnc	1	31945	19/1/5	0%	33%	453 -> 473	+20
2025-01-06T22:15:00.000+03:00	DIR	68%	27%	59	W	yak	3	27096	6/8/12	17%	14%	506 -> 515	+8
2024-12-31T01:01:00.000+03:00	RAD	41%	13%	62	L	palec	4	8275	10/11/8	22%	27%	102 -> 88	-13
2024-12-31T01:01:00.000+03:00	RAD	41%	13%	62	L	pizza	5	9580	5/10/9	21%	22%	310 -> 297	-13
2024-12-31T01:01:00.000+03:00	RAD	41%	13%	62	L	imba	1	14458	1/5/7	16%	9%	696 -> 686	-10
2024-12-31T01:01:00.000+03:00	RAD	41%	13%	62	L	yak	3	14879	6/8/11	10%	23%	513 -> 506	-6
2024-12-31T01:01:00.000+03:00	RAD	41%	13%	62	L	starlight	2	10380	5/11/7	30%	16%	740 -> 721	-19
2024-12-31T01:01:00.000+03:00	DIR	41%	13%	62	W	bnc	1	21866	12/3/15	4%	20%	440 -> 453	+13
2024-12-31T01:01:00.000+03:00	DIR	41%	13%	62	W	de	4	10419	3/7/19	33%	14%	354 -> 362	+8
2024-12-31T01:01:00.000+03:00	DIR	41%	13%	62	W	yobaslav	5	9989	4/10/20	46%	15%	512 -> 522	+9
2024-12-31T01:01:00.000+03:00	DIR	41%	13%	62	W	fishscale	2	22726	17/1/17	0%	34%	1089 -> 1111	+21
2024-12-31T01:01:00.000+03:00	DIR	41%	13%	62	W	katokan	3	19235	9/6/10	14%	15%	619 -> 628	+9
2024-12-31T00:13:00.000+03:00	RAD	79%	36%	58	L	imba	1	16598	8/3/7	4%	21%	699 -> 696	-2
2024-12-31T00:13:00.000+03:00	RAD	79%	36%	58	L	palec	5	5196	3/8/9	50%	17%	132 -> 102	-29
2024-12-31T00:13:00.000+03:00	RAD	79%	36%	58	L	starlight	2	12510	4/10/11	29%	15%	757 -> 740	-17
2024-12-31T00:13:00.000+03:00	RAD	79%	36%	58	L	katokan	3	11910	5/3/5	8%	18%	623 -> 619	-4
2024-12-31T00:13:00.000+03:00	RAD	79%	36%	58	L	fishscale	4	13948	4/4/16	6%	26%	1093 -> 1089	-3
2024-12-31T00:13:00.000+03:00	DIR	79%	36%	58	W	pizza	5	11774	6/6/20	20%	24%	296 -> 310	+14
2024-12-31T00:13:00.000+03:00	DIR	79%	36%	58	W	de	4	9689	3/8/15	50%	15%	344 -> 354	+9
2024-12-31T00:13:00.000+03:00	DIR	79%	36%	58	W	elnino	3	17172	3/6/18	19%	17%	510 -> 520	+10
2024-12-31T00:13:00.000+03:00	DIR	79%	36%	58	W	bnc	2	23055	8/1/8	1%	23%	426 -> 440	+13
2024-12-31T00:13:00.000+03:00	DIR	79%	36%	58	W	yak	1	23883	8/4/13	8%	19%	501 -> 513	+11
2024-12-30T23:37:00.000+03:00	DIR	61%	244%	65	L	toyota	3	10832	5/7/10	10%	25%	516 -> 509	-7
2024-12-30T23:37:00.000+03:00	DIR	61%	244%	65	L	palec	4	5886	4/6/6	19%	21%	144 -> 132	-12
2024-12-30T23:37:00.000+03:00	DIR	61%	244%	65	L	de	5	4540	1/9/10	40%	20%	371 -> 344	-26
2024-12-30T23:37:00.000+03:00	DIR	61%	244%	65	L	imba	1	12070	6/6/3	12%	16%	707 -> 699	-7
2024-12-30T23:37:00.000+03:00	DIR	61%	244%	65	L	katokan	2	10574	4/7/4	17%	15%	635 -> 623	-11
2024-12-30T23:37:00.000+03:00	RAD	61%	244%	65	W	fishscale	4	11469	4/4/16	20%	19%	1080 -> 1093	+12
2024-12-30T23:37:00.000+03:00	RAD	61%	244%	65	W	starlight	2	18489	13/1/8	2%	29%	737 -> 757	+19
2024-12-30T23:37:00.000+03:00	RAD	61%	244%	65	W	yobaslav	5	10935	3/6/17	34%	18%	500 -> 512	+11
2024-12-30T23:37:00.000+03:00	RAD	61%	244%	65	W	yak	3	19368	10/6/13	16%	21%	487 -> 501	+14
2024-12-30T23:37:00.000+03:00	RAD	61%	244%	65	W	bnc	1	14780	5/4/7	26%	11%	419 -> 426	+7
2024-12-30T23:36:00.000+03:00	RAD	41%	26%	54	L	katokan	2	20763	9/11/12	15%	18%	643 -> 635	-8
2024-12-30T23:36:00.000+03:00	RAD	41%	26%	54	L	de	4	13296	3/12/21	25%	18%	385 -> 371	-14
2024-12-30T23:36:00.000+03:00	RAD	41%	26%	54	L	palec	5	11848	3/17/20	42%	17%	168 -> 144	-23
2024-12-30T23:36:00.000+03:00	RAD	41%	26%	54	L	imba	3	19984	12/10/11	11%	22%	713 -> 707	-6
2024-12-30T23:36:00.000+03:00	RAD	41%	26%	54	L	toyota	1	27781	10/5/13	4%	22%	518 -> 516	-2
2024-12-30T23:36:00.000+03:00	DIR	41%	26%	54	W	yak	3	33177	13/11/24	18%	21%	476 -> 487	+11
2024-12-30T23:36:00.000+03:00	DIR	41%	26%	54	W	starlight	1	29515	5/8/17	28%	11%	731 -> 737	+6
2024-12-30T23:36:00.000+03:00	DIR	41%	26%	54	W	bnc	2	34184	18/4/19	5%	27%	404 -> 419	+14
2024-12-30T23:36:00.000+03:00	DIR	41%	26%	54	W	yobaslav	5	16839	7/7/22	26%	18%	490 -> 500	+10
2024-12-30T23:36:00.000+03:00	DIR	41%	26%	54	W	fishscale	4	21420	9/8/27	21%	21%	1069 -> 1080	+11
2024-12-30T23:34:00.000+03:00	RAD	28%	20%	53	L	bnc	1	18381	6/4/4	8%	16%	408 -> 404	-4
2024-12-30T23:34:00.000+03:00	RAD	28%	20%	53	L	palec	4	8003	3/9/13	32%	20%	185 -> 168	-17
2024-12-30T23:34:00.000+03:00	RAD	28%	20%	53	L	yak	3	12197	7/10/9	22%	22%	488 -> 476	-12
2024-12-30T23:34:00.000+03:00	RAD	28%	20%	53	L	yobaslav	2	12407	4/6/7	18%	16%	500 -> 490	-9
2024-12-30T23:34:00.000+03:00	RAD	28%	20%	53	L	pizza	5	8222	3/6/13	18%	24%	305 -> 296	-9
2024-12-30T23:34:00.000+03:00	DIR	28%	20%	53	W	kebab	4	12013	1/6/26	32%	18%	362 -> 372	+9
2024-12-30T23:34:00.000+03:00	DIR	28%	20%	53	W	katokan	3	17730	9/8/17	27%	20%	633 -> 643	+10
2024-12-30T23:34:00.000+03:00	DIR	28%	20%	53	W	starlight	2	17729	8/4/19	12%	21%	719 -> 731	+11
2024-12-30T23:34:00.000+03:00	DIR	28%	20%	53	W	fishscale	1	26058	9/1/6	2%	19%	1058 -> 1069	+10
2024-12-30T23:34:00.000+03:00	DIR	28%	20%	53	W	elnino	5	12161	7/5/13	25%	19%	500 -> 510	+10
2024-12-27T23:20:00.000+03:00	RAD	59%	12%	68	L	katokan	2	11761	4/7/8	16%	15%	644 -> 633	-11
2024-12-27T23:20:00.000+03:00	RAD	59%	12%	68	L	sylphie	3	11881	8/7/11	10%	25%	519 -> 512	-6
2024-12-27T23:20:00.000+03:00	RAD	59%	12%	68	L	kebab	4	7409	1/12/16	39%	18%	389 -> 362	-26
2024-12-27T23:20:00.000+03:00	RAD	59%	12%	68	L	ascendead	5	6418	7/10/12	26%	26%	477 -> 459	-17
2024-12-27T23:20:00.000+03:00	RAD	59%	12%	68	L	smile	1	15583	5/4/5	7%	14%	529 -> 524	-5
2024-12-27T23:20:00.000+03:00	DIR	59%	12%	68	W	pizza	5	11384	8/5/23	19%	24%	289 -> 305	+16
2024-12-27T23:20:00.000+03:00	DIR	59%	12%	68	W	bnc	2	21491	10/3/15	7%	21%	393 -> 408	+14
2024-12-27T23:20:00.000+03:00	DIR	59%	12%	68	W	yak	1	17665	4/7/13	39%	10%	480 -> 488	+7
2024-12-27T23:20:00.000+03:00	DIR	59%	12%	68	W	armsup	4	12945	7/6/21	24%	21%	473 -> 487	+14
2024-12-27T23:20:00.000+03:00	DIR	59%	12%	68	W	toyota	3	22182	10/4/14	9%	21%	503 -> 518	+14
2024-12-27T22:30:00.000+03:00	RAD	44%	8%	70	L	bnc	2	15051	11/6/4	5%	34%	397 -> 393	-3
2024-12-27T22:30:00.000+03:00	RAD	44%	8%	70	L	armsup	4	7721	1/10/5	37%	15%	500 -> 473	-26
2024-12-27T22:30:00.000+03:00	RAD	44%	8%	70	L	ascendead	1	15744	3/6/2	15%	11%	488 -> 477	-10
2024-12-27T22:30:00.000+03:00	RAD	44%	8%	70	L	yak	3	14564	3/11/6	18%	18%	493 -> 480	-13
2024-12-27T22:30:00.000+03:00	RAD	44%	8%	70	L	kebab	5	6616	1/7/7	22%	20%	405 -> 389	-16
2024-12-27T22:30:00.000+03:00	DIR	44%	8%	70	W	toyota	3	20751	8/2/21	5%	21%	488 -> 503	+14
2024-12-27T22:30:00.000+03:00	DIR	44%	8%	70	W	sylphie	5	11942	7/6/20	36%	17%	507 -> 519	+12
2024-12-27T22:30:00.000+03:00	DIR	44%	8%	70	W	smile	1	24721	7/6/20	21%	14%	519 -> 529	+10
2024-12-27T22:30:00.000+03:00	DIR	44%	8%	70	W	pizza	4	12422	1/5/25	35%	14%	278 -> 289	+10
2024-12-27T22:30:00.000+03:00	DIR	44%	8%	70	W	starlight	2	25488	19/0/16	0%	32%	696 -> 719	+23
2024-12-21T02:30:00.000+03:00	RAD	46%	4%	80	L	katokan	4	5902	1/10/10	31%	21%	670 -> 644	-25
2024-12-21T02:30:00.000+03:00	RAD	46%	4%	80	L	toyota	3	11613	7/9/4	11%	25%	498 -> 488	-9
2024-12-21T02:30:00.000+03:00	RAD	46%	4%	80	L	sylphie	5	6395	3/7/6	17%	25%	520 -> 507	-13
2024-12-21T02:30:00.000+03:00	RAD	46%	4%	80	L	bnc	1	10335	2/9/4	31%	10%	423 -> 397	-25
2024-12-21T02:30:00.000+03:00	RAD	46%	4%	80	L	smile	2	15542	2/5/6	7%	17%	525 -> 519	-6
2024-12-21T02:30:00.000+03:00	DIR	46%	4%	80	W	kebab	4	10141	4/4/20	33%	16%	392 -> 405	+13
2024-12-21T02:30:00.000+03:00	DIR	46%	4%	80	W	yak	2	16580	2/3/24	16%	15%	481 -> 493	+12
2024-12-21T02:30:00.000+03:00	DIR	46%	4%	80	W	de	5	9978	5/5/21	39%	18%	370 -> 385	+14
2024-12-21T02:30:00.000+03:00	DIR	46%	4%	80	W	gantz	1	27028	11/3/17	7%	20%	690 -> 707	+16
2024-12-21T02:30:00.000+03:00	DIR	46%	4%	80	W	imba	3	19906	17/1/7	2%	28%	690 -> 713	+23
2024-12-21T02:21:00.000+03:00	RAD	48%	50%	50	L	gantz	1	22191	18/5/8	4%	32%	693 -> 690	-2
2024-12-21T02:21:00.000+03:00	RAD	48%	50%	50	L	de	5	8934	2/7/19	23%	21%	382 -> 370	-11
2024-12-21T02:21:00.000+03:00	RAD	48%	50%	50	L	kebab	4	9365	1/7/8	40%	11%	412 -> 392	-20
2024-12-21T02:21:00.000+03:00	RAD	48%	50%	50	L	imba	2	14667	2/4/8	14%	11%	698 -> 690	-7
2024-12-21T02:21:00.000+03:00	RAD	48%	50%	50	L	yak	3	14259	7/8/13	17%	21%	489 -> 481	-8
2024-12-21T02:21:00.000+03:00	DIR	48%	50%	50	W	sylphie	4	8054	1/11/16	63%	13%	513 -> 520	+7
2024-12-21T02:21:00.000+03:00	DIR	48%	50%	50	W	starlight	2	16955	9/6/11	11%	20%	686 -> 696	+10
2024-12-21T02:21:00.000+03:00	DIR	48%	50%	50	W	katokan	3	17760	4/7/16	14%	17%	661 -> 670	+8
2024-12-21T02:21:00.000+03:00	DIR	48%	50%	50	W	smile	1	30215	7/1/11	0%	23%	513 -> 525	+11
2024-12-21T02:21:00.000+03:00	DIR	48%	50%	50	W	toyota	5	15463	9/6/13	10%	24%	485 -> 498	+12
2024-12-21T00:32:00.000+03:00	DIR	42%	96%	58	L	gantz	3	20628	15/12/17	11%	23%	699 -> 693	-6
2024-12-21T00:32:00.000+03:00	DIR	42%	96%	58	L	sylphie	5	11341	2/14/29	30%	18%	531 -> 513	-18
2024-12-21T00:32:00.000+03:00	DIR	42%	96%	58	L	imba	3	20823	9/7/22	6%	22%	702 -> 698	-3
2024-12-21T00:32:00.000+03:00	DIR	42%	96%	58	L	bnc	2	17337	11/10/18	13%	20%	430 -> 423	-7
2024-12-21T00:32:00.000+03:00	DIR	42%	96%	58	L	katokan	4	9982	3/13/22	38%	15%	683 -> 661	-22
2024-12-21T00:32:00.000+03:00	RAD	42%	96%	58	W	starlight	2	27643	14/7/16	9%	21%	674 -> 686	+12
2024-12-21T00:32:00.000+03:00	RAD	42%	96%	58	W	kebab	5	16697	3/8/27	21%	18%	401 -> 412	+10
2024-12-21T00:32:00.000+03:00	RAD	42%	96%	58	W	tadzhik	2	25760	6/4/13	9%	14%	490 -> 499	+8
2024-12-21T00:32:00.000+03:00	RAD	42%	96%	58	W	yak	3	28794	14/8/28	8%	26%	474 -> 489	+15
2024-12-21T00:32:00.000+03:00	RAD	42%	96%	58	W	de	4	12650	9/15/25	50%	19%	371 -> 382	+11
2024-12-20T23:33:00.000+03:00	DIR	71%	106%	54	L	tadzhik	2	20912	7/11/14	17%	15%	500 -> 490	-9
2024-12-20T23:33:00.000+03:00	DIR	71%	106%	54	L	de	4	14131	9/15/19	26%	20%	385 -> 371	-14
2024-12-20T23:33:00.000+03:00	DIR	71%	106%	54	L	bnc	1	30310	6/9/21	8%	17%	435 -> 430	-4
2024-12-20T23:33:00.000+03:00	DIR	71%	106%	54	L	pizza	5	12946	4/17/22	37%	17%	298 -> 278	-20
2024-12-20T23:33:00.000+03:00	DIR	71%	106%	54	L	yak	3	23966	17/15/21	11%	28%	480 -> 474	-6
2024-12-20T23:33:00.000+03:00	RAD	71%	106%	54	W	sylphie	5	16361	6/11/35	39%	17%	522 -> 531	+9
2024-12-20T23:33:00.000+03:00	RAD	71%	106%	54	W	gantz	1	28234	14/14/25	32%	16%	691 -> 699	+8
2024-12-20T23:33:00.000+03:00	RAD	71%	106%	54	W	imba	4	27404	10/5/32	8%	21%	690 -> 702	+11
2024-12-20T23:33:00.000+03:00	RAD	71%	106%	54	W	katokan	3	31860	13/8/28	13%	19%	672 -> 683	+10
2024-12-20T23:33:00.000+03:00	RAD	71%	106%	54	W	smile	2	35480	23/5/19	5%	24%	500 -> 513	+13
2024-12-14T00:43:00.000+03:00	DIR	62%	66%	50	L	n	2	22322	12/7/12	9%	24%	487 -> 482	-4
2024-12-14T00:43:00.000+03:00	DIR	62%	66%	50	L	gantz	1	23760	11/7/14	9%	23%	695 -> 691	-4
2024-12-14T00:43:00.000+03:00	DIR	62%	66%	50	L	toyota	3	19685	6/7/11	14%	17%	493 -> 485	-7
2024-12-14T00:43:00.000+03:00	DIR	62%	66%	50	L	yak	4	15111	6/12/11	34%	17%	497 -> 480	-17
2024-12-14T00:43:00.000+03:00	DIR	62%	66%	50	L	kebab	5	13096	2/10/16	32%	17%	418 -> 401	-16
2024-12-14T00:43:00.000+03:00	RAD	62%	66%	50	W	de	5	13199	5/8/26	23%	21%	374 -> 385	+10
2024-12-14T00:43:00.000+03:00	RAD	62%	66%	50	W	starlight	1	33719	12/7/18	8%	20%	663 -> 674	+10
2024-12-14T00:43:00.000+03:00	RAD	62%	66%	50	W	imba	3	22764	3/4/18	9%	15%	682 -> 690	+8
2024-12-14T00:43:00.000+03:00	RAD	62%	66%	50	W	fishscale	2	31079	20/7/9	7%	25%	1046 -> 1058	+12
2024-12-14T00:43:00.000+03:00	RAD	62%	66%	50	W	sylphie	5	11210	2/12/26	51%	16%	513 -> 522	+8
2024-12-13T23:30:00.000+03:00	RAD	45%	12%	65	L	n	4	11303	1/6/11	19%	18%	500 -> 487	-12
2024-12-13T23:30:00.000+03:00	RAD	45%	12%	65	L	gantz	1	22064	7/5/6	7%	19%	700 -> 695	-4
2024-12-13T23:30:00.000+03:00	RAD	45%	12%	65	L	p	5	9743	0/10/11	41%	16%	489 -> 462	-27
2024-12-13T23:30:00.000+03:00	RAD	45%	12%	65	L	yak	3	19644	5/10/13	14%	22%	507 -> 497	-9
2024-12-13T23:30:00.000+03:00	RAD	45%	12%	65	L	starlight	2	16103	8/9/8	16%	22%	674 -> 663	-10
2024-12-13T23:30:00.000+03:00	DIR	45%	12%	65	W	toyota	3	18851	7/7/20	34%	16%	482 -> 493	+10
2024-12-13T23:30:00.000+03:00	DIR	45%	12%	65	W	sylphie	4	12579	4/4/32	21%	21%	499 -> 513	+14
2024-12-13T23:30:00.000+03:00	DIR	45%	12%	65	W	de	5	12766	4/5/26	30%	19%	362 -> 374	+12
2024-12-13T23:30:00.000+03:00	DIR	45%	12%	65	W	imba	1	29677	15/2/11	4%	22%	667 -> 682	+14
2024-12-13T23:30:00.000+03:00	DIR	45%	12%	65	W	fishscale	2	24705	10/3/17	9%	19%	1033 -> 1046	+12
2024-12-13T22:30:00.000+03:00	DIR	67%	38%	55	L	gantz	1	38312	16/8/11	12%	21%	707 -> 700	-6
2024-12-13T22:30:00.000+03:00	DIR	67%	38%	55	L	de	5	15924	4/6/25	21%	21%	374 -> 362	-12
2024-12-13T22:30:00.000+03:00	DIR	67%	38%	55	L	pizza	4	17059	2/6/23	24%	17%	312 -> 298	-13
2024-12-13T22:30:00.000+03:00	DIR	67%	38%	55	L	yak	2	36638	13/7/19	9%	24%	512 -> 507	-5
2024-12-13T22:30:00.000+03:00	DIR	67%	38%	55	L	p	3	23887	6/9/14	31%	14%	507 -> 489	-17
2024-12-13T22:30:00.000+03:00	RAD	67%	38%	55	W	toyota	3	23228	3/12/14	32%	14%	474 -> 482	+8
2024-12-13T22:30:00.000+03:00	RAD	67%	38%	55	W	sylphie	4	17318	1/11/18	36%	15%	490 -> 499	+8
2024-12-13T22:30:00.000+03:00	RAD	67%	38%	55	W	imba	5	18916	3/7/11	20%	16%	658 -> 667	+9
2024-12-13T22:30:00.000+03:00	RAD	67%	38%	55	W	starlight	2	37550	13/9/12	8%	24%	660 -> 674	+13
2024-12-13T22:30:00.000+03:00	RAD	67%	38%	55	W	fishscale	1	58349	15/3/7	1%	28%	1017 -> 1033	+15
2024-12-08T22:00:00.000+03:00	DIR	54%	97%	56	L	de	3	19740	10/8/12	11%	25%	380 -> 374	-6
2024-12-08T22:00:00.000+03:00	DIR	54%	97%	56	L	gantz	1	20738	5/8/10	18%	14%	718 -> 707	-10
2024-12-08T22:00:00.000+03:00	DIR	54%	97%	56	L	yak	4	15155	7/13/12	29%	20%	529 -> 512	-16
2024-12-08T22:00:00.000+03:00	DIR	54%	97%	56	L	imba	2	16695	4/5/10	13%	16%	665 -> 658	-7
2024-12-08T22:00:00.000+03:00	DIR	54%	97%	56	L	katokan	5	10929	4/9/15	27%	21%	688 -> 672	-15
2024-12-08T22:00:00.000+03:00	RAD	54%	97%	56	W	mugiwara	3	22511	15/8/15	19%	20%	486 -> 497	+11
2024-12-08T22:00:00.000+03:00	RAD	54%	97%	56	W	fishscale	2	28391	9/1/24	1%	28%	1001 -> 1017	+15
2024-12-08T22:00:00.000+03:00	RAD	54%	97%	56	W	mode	1	36765	11/6/17	10%	17%	495 -> 505	+9
2024-12-08T22:00:00.000+03:00	RAD	54%	97%	56	W	starlight	3	19330	6/6/26	18%	18%	650 -> 660	+10
2024-12-08T22:00:00.000+03:00	RAD	54%	97%	56	W	sylphie	5	13751	1/9/27	48%	15%	482 -> 490	+8
2024-12-07T23:00:00.000+03:00	RAD	49%	41%	51	L	de	3	17263	4/15/26	38%	15%	400 -> 380	-20
2024-12-07T23:00:00.000+03:00	RAD	49%	41%	51	L	starlight	5	18965	8/12/22	22%	19%	661 -> 650	-11
2024-12-07T23:00:00.000+03:00	RAD	49%	41%	51	L	mugiwara	4	22317	7/15/31	22%	20%	498 -> 486	-11
2024-12-07T23:00:00.000+03:00	RAD	49%	41%	51	L	fishscale	2	32608	20/8/10	7%	23%	1005 -> 1001	-3
2024-12-07T23:00:00.000+03:00	RAD	49%	41%	51	L	mode	1	41446	12/10/21	8%	19%	500 -> 495	-4
2024-12-07T23:00:00.000+03:00	DIR	49%	41%	51	W	katokan	3	46339	13/10/36	9%	22%	676 -> 688	+11
2024-12-07T23:00:00.000+03:00	DIR	49%	41%	51	W	gantz	1	40399	18/8/16	10%	18%	708 -> 718	+9
2024-12-07T23:00:00.000+03:00	DIR	49%	41%	51	W	yak	4	25007	6/19/39	45%	17%	520 -> 529	+8
2024-12-07T23:00:00.000+03:00	DIR	49%	41%	51	W	imba	2	38616	19/6/26	6%	24%	652 -> 665	+12
2024-12-07T23:00:00.000+03:00	DIR	49%	41%	51	W	bnc	5	19589	3/9/36	27%	17%	426 -> 435	+9
2024-11-29T22:00:00.000+03:00	DIR	61%	250%	66	L	dyadya	2	14907	6/6/9	7%	21%	520 -> 515	-5
2024-11-29T22:00:00.000+03:00	DIR	61%	250%	66	L	itnon	4	8149	3/9/11	23%	19%	292 -> 277	-15
2024-11-29T22:00:00.000+03:00	DIR	61%	250%	66	L	pizza	5	7290	3/11/16	25%	24%	329 -> 312	-17
2024-11-29T22:00:00.000+03:00	DIR	61%	250%	66	L	ascendead	3	10078	1/10/7	35%	11%	511 -> 488	-23
2024-11-29T22:00:00.000+03:00	DIR	61%	250%	66	L	toyota	1	13868	8/6/9	7%	23%	479 -> 474	-5
2024-11-29T22:00:00.000+03:00	RAD	61%	250%	66	W	de	3	8909	5/5/29	24%	21%	386 -> 400	+14
2024-11-29T22:00:00.000+03:00	RAD	61%	250%	66	W	dextron	4	9695	2/7/21	46%	14%	204 -> 214	+9
2024-11-29T22:00:00.000+03:00	RAD	61%	250%	66	W	ranger228	2	18500	13/5/14	12%	20%	513 -> 527	+13
2024-11-29T22:00:00.000+03:00	RAD	61%	250%	66	W	imba	3	16972	13/4/14	9%	22%	637 -> 652	+15
2024-11-29T22:00:00.000+03:00	RAD	61%	250%	66	W	gantz	1	22830	8/3/21	6%	20%	694 -> 708	+13
2024-11-29T21:00:00.000+03:00	DIR	39%	3%	83	L	gantz	2	36731	22/8/21	5%	26%	699 -> 694	-4
2024-11-29T21:00:00.000+03:00	DIR	39%	3%	83	L	de	5	13962	3/12/31	31%	16%	412 -> 386	-26
2024-11-29T21:00:00.000+03:00	DIR	39%	3%	83	L	poopy	4	18991	3/14/20	38%	11%	462 -> 430	-32
2024-11-29T21:00:00.000+03:00	DIR	39%	3%	83	L	imba	1	38507	24/5/20	2%	29%	640 -> 637	-2
2024-11-29T21:00:00.000+03:00	DIR	39%	3%	83	L	sylphie	3	24827	3/14/35	21%	16%	500 -> 482	-17
2024-11-29T21:00:00.000+03:00	RAD	39%	3%	83	W	bnc	1	48015	15/6/29	3%	26%	404 -> 426	+21
2024-11-29T21:00:00.000+03:00	RAD	39%	3%	83	W	dyadya	2	39206	21/6/11	4%	24%	500 -> 520	+20
2024-11-29T21:00:00.000+03:00	RAD	39%	3%	83	W	ranger228	5	16938	4/18/29	46%	16%	499 -> 513	+13
2024-11-29T21:00:00.000+03:00	RAD	39%	3%	83	W	pizza	4	21509	4/13/34	23%	18%	314 -> 329	+15
2024-11-29T21:00:00.000+03:00	RAD	39%	3%	83	W	ascendead	3	27585	9/13/15	23%	14%	500 -> 511	+11
